Filename,Keyword,Context,Author,Title,Date
411.txt,fictitious,"There are few Words in the English Language which are employed in a more loose and uncircumscribed Sense than those of the Fancy and the Imagination. I therefore thought it necessary to fix and determine the Notion of these two Words, as I intend to make use of them in the Thread of my following Speculations, that the Reader may conceive rightly what is the Subject which I proceed upon. I must therefore desire him to remember, that by the Pleasures of the Imagination, I mean only such Pleasures as arise originally from Sight, and that I divide these Pleasures into two Kinds: My Design being first of all to Discourse of those Primary Pleasures of the Imagination, which entirely proceed from such Objects as are before our1 Eyes; and in the next place to speak of those Secondary Pleasures of the Imagination which flow from the Ideas of visible Objects, when the Objects are not actually before the Eye, but are called up into our Memories, or formed into agreeable Visions of Things that are either Absent or Fictitious. The Pleasures of the Imagination, taken in the full Extent, are not so gross as those of Sense, nor so refined as those of the Understanding. The last are, indeed, more preferable, because they are founded on some new Knowledge or Improvement in the Mind of Man; yet it must be confest, that those of the Imagination are as great and as transporting as the other.",Addison,No. 411,1712-06-21
418.txt,fiction,"Our Thoughts are so intent upon the Miseries of the Sufferer, that we cannot turn them upon our own Happiness. Whereas, on the contrary, we consider the Misfortunes we read in History or Poetry, either as past, or as fictitious, so that the Reflection upon our selves rises in us insensibly, and over-bears the Sorrow we conceive for the Sufferings of the Afflicted. But because the Mind of Man requires something more perfect in Matter, than what it finds there, and can never meet with any Sight in Nature which sufficiently answers its highest Ideas of Pleasantness; or, in other Words, because the Imagination can fancy to it self Things more Great, Strange, or Beautiful, than the Eye ever saw, and is still sensible of some Defect in what it has seen; on this account it is the part of a Poet to humour the Imagination in its own Notions, by mending and perfecting Nature where he describes a Reality, and by adding greater Beauties than are put together in Nature, where he describes a Fiction. He is not obliged to attend her in the slow Advances which she makes from one Season to another, or to observe her Conduct, in the successive Production of Plants and Flowers. He may draw into his Description all the Beauties of the Spring and Autumn, and make the whole Year contribute something to render it the more agreeable.",Addison,No. 418,1712-06-30
418.txt,fictitious,"This is, however, such a kind of Pleasure as we are not capable of receiving, when we see a Person actually lying under the Tortures that we meet with in a Description; because in this case, the Object presses too close upon our Senses, and bears so hard upon us, that it does not give us Time or Leisure to reflect on our selves. Our Thoughts are so intent upon the Miseries of the Sufferer, that we cannot turn them upon our own Happiness. Whereas, on the contrary, we consider the Misfortunes we read in History or Poetry, either as past, or as fictitious, so that the Reflection upon our selves rises in us insensibly, and over-bears the Sorrow we conceive for the Sufferings of the Afflicted. But because the Mind of Man requires something more perfect in Matter, than what it finds there, and can never meet with any Sight in Nature which sufficiently answers its highest Ideas of Pleasantness; or, in other Words, because the Imagination can fancy to it self Things more Great, Strange, or Beautiful, than the Eye ever saw, and is still sensible of some Defect in what it has seen; on this account it is the part of a Poet to humour the Imagination in its own Notions, by mending and perfecting Nature where he describes a Reality, and by adding greater Beauties than are put together in Nature, where he describes a Fiction. He is not obliged to attend her in the slow Advances which she makes from one Season to another, or to observe her Conduct, in the successive Production of Plants and Flowers.",Addison,No. 418,1712-06-30
420.txt,fiction,"No. 420
	
Wednesday, July 2, 1712
	
Addison


    Quocunque volunt mentem Auditoris agunto.translation

    Hor. As the Writers in Poetry and Fiction borrow their several Materials from outward Objects, and join them together at their own Pleasure, there are others who are obliged to follow Nature more closely, and to take entire Scenes out of her. Such are Historians, natural Philosophers, Travellers, Geographers, and in a Word, all who describe visible Objects of a real Existence. It is the most agreeable Talent of an Historian, to be able to draw up his Armies and fight his Battels in proper Expressions, to set before our Eyes the Divisions, Cabals, and Jealousies of great Men, and to lead us Step by Step into the several Actions and Events of his History.",Addison,No. 420,1712-07-02
421.txt,fiction,Disagreeable Passions pleasing when raised by apt Descriptions. Why Terror and Grief are pleasing to the Mind when excited by Descriptions. A particular Advantage the Writers in Poetry and Fiction have to please the Imagination. What Liberties are allowed them. Paper IX 	Of that kind of Poetry which Mr. Dryden calls the Fairy Way of Writing.,Addison,No. 421,1712-07-03
421.txt,fiction,Who the Best among the English. Of Emblematical Persons. Paper X 	What Authors please the Imagination who have nothing to do with Fiction. How History pleases the Imagination. How the Authors of the new Philosophy please the Imagination.,Addison,No. 421,1712-07-03
452.txt,fact,"The Reader's Curiosity is raised and satisfied every Moment, and his Passions disappointed or gratified, without being detained in a State of uncertainty from Day to Day, or lying at the Mercy of Sea and1 Wind. In short, the Mind is not here kept in a perpetual Gape after Knowledge, nor punished with that Eternal Thirst, which is the Portion of all our modern News-mongers and Coffee-house Politicians. All Matters of Fact, which a Man did not know before, are News to him; and I do not see how any Haberdasher in Cheapside is more concerned in the present Quarrel of the Cantons, than he was in that of the League. At least, I believe every one will allow me, it is of more Importance to an Englishman to know the History of his Ancestors, than that of his Contemporaries who live upon the Banks of the Danube or the Borysthenes. As for those who are of another Mind, I shall recommend to them the following Letter, from a Projector, who is willing to turn a Penny by this remarkable Curiosity of his Countrymen.",Addison,No. 452,1712-08-08
452.txt,fact,"At least, I believe every one will allow me, it is of more Importance to an Englishman to know the History of his Ancestors, than that of his Contemporaries who live upon the Banks of the Danube or the Borysthenes. As for those who are of another Mind, I shall recommend to them the following Letter, from a Projector, who is willing to turn a Penny by this remarkable Curiosity of his Countrymen. Mr. SPECTATOR,

    'You must have observed, that Men who frequent Coffee-houses, and delight in News, are pleased with every thing that is Matter of Fact, so it be what they have not heard before. A Victory, or a Defeat, are equally agreeable to them. The shutting of a Cardinal's Mouth pleases them one Post, and the opening of it another.",Addison,No. 452,1712-08-08
487.txt,fact,"I must not omit that Argument for the Excellency of the Soul, which I have seen quoted out of Tertullian3, namely, its Power of divining in Dreams. That several such Divinations have been made, none can question, who believes the Holy Writings, or who has but the least degree of a common Historical Faith; there being innumerable Instances of this nature in several Authors, both Antient and Modern, Sacred and Profane. Whether such dark Presages, such Visions of the Night proceed from any latent Power in the Soul, during this her state of Abstraction, or from any Communication with the Supreme Being, or from any operation of Subordinate Spirits, has been a great Dispute among the Learned; the matter of Fact is, I think, incontestable, and has been looked upon as such by the greatest Writers, who have been never suspected either of Superstition or Enthusiasm. I do not suppose, that the Soul in these Instances is entirely loose and unfettered from the Body: It is sufficient, if she is not so far sunk, and immersed in Matter, nor intangled and perplexed in her Operations, with such Motions of Blood and Spirits, as when she actuates the Machine in its waking Hours. The Corporeal Union is slackned enough to give the Mind more Play.",Addison,No. 487,1712-09-18
503.txt,fact,"Well, it came at last to the Sermon, and our young Lady would not lose her Part in that neither; for she fixed her Eye upon the Preacher, and as he said any thing she approved, with one of Charles Mathers's fine Tablets she set down the Sentence, at once shewing her fine Hand, the Gold-Pen, her Readiness in Writing, and her Judgment in chusing what to write. To sum up what I intend by this long and particular Account, I mean to appeal to you, whether it is reasonable that such a Creature as this shall come from a jaunty Part of the Town, and give herself such violent Airs, to the disturbance of an innocent and inoffensive Congregation, with her Sublimities. The Fact, I assure you, was as I have related; but I had like to have forgot another very considerable Particular. As soon as Church was done, she immediately stepp'd out of her Pew, and fell into the finest pitty-pat Air, forsooth, wonderfully out of Countenance, tossing her Head up and down as she swam along the Body of the Church. I, with several others of the Inhabitants, follow'd her out, and saw her hold up her Fan to an Hackney-Coach at a Distance, who immediately came up to her, and she whipp'd into it with great Nimbleness, pull'd the Door with a bowing Mein, as if she had been used to a better Glass.",Steele,No. 503,1712-10-07
521.txt,fact,"No. 521
	
Tuesday, October 28, 1712
	
Steele


    Vera redit facies, dissimulata perit. P. Arb.translation



    Mr. SPECTATOR,

    I have been for many Years loud in this Assertion, That there are very few that can see or hear, I mean that can report what they have seen or heard; and this thro' Incapacity or Prejudice, one of which disables almost every Man who talks to you from representing things as he ought. For which Reason I am come to a Resolution of believing nothing I hear; and I contemn the Men given to Narration under the Appellation of a Matter of Fact Man: And according to me, a Matter of Fact Man is one whose Life and Conversation is spent in the Report of what is not Matter of Fact. I remember when Prince Eugene was here, there was no knowing his Height or Figure, till you, Mr. SPECTATOR, gave the Publick Satisfaction in that Matter. In Relations, the Force of the Expression lies very often more in the Look, the Tone of Voice, or the Gesture, than the Words themselves; which being repeated in any other Manner by the Undiscerning, bear a very different Interpretation from their original Meaning.",Steele,No. 521,1712-10-28
521.txt,fictions,"I have had the Honour to travel with this Gentleman I speak of in Search of one of his Falshoods; and have been present when they have described the very Man they have spoken to, as him who first reported it, tall or short, black or fair, a Gentleman or a Raggamuffin, according as they liked the Intelligence. I have heard one of our ingenious Writers of News say, that when he has had a Customer come with an Advertisement of an Apprentice or a Wife run away, he has deSir ed the Advertiser to compose himself a little, before he dictated the Description of the Offender: For when a Person is put into a publick Paper by a Man who is angry with him, the real Description of such Person is hid in the Deformity with which the angry Man described him; therefore this Fellow always made his Customers describe him as he would the Day before he offended, or else he was sure he would never find him out. These and many other Hints I could suggest to you for the Elucidation of all Fictions; but I leave it to your own Sagacity to improve or neglect this Speculation. I am, Sir ,

    Your most obedient,

    Humble Servant. Postscript to the Spectator, Number 502.",Steele,No. 521,1712-10-28
523.txt,fact,"I do therefore strictly forbid the Fates to cut the Thread of Man's Life upon any pretence whatsoever, unless it be for the sake of the Rhyme. And whereas I have good Reason to fear, that Neptune will have a great deal of Business on his Hands, in several Poems which we may now suppose are upon the Anvil, I do also prohibit his Appearance, unless it be done in Metaphor, Simile, or any very short Allusion, and that even here he be not permitted to enter, but with great Caution and Circumspection. I deSir e that the same Rule may be extended to his whole Fraternity of Heathen Gods, it being my design to condemn every Poem to the Flames in which Jupiter Thunders, or exercises any other Act of Authority which does not belong to him: In short, I expect that no Pagan Agent shall be introduc'd, or any Fact related which a Man cannot give Credit to with a good Conscience. Provided always, that nothing herein contained shall extend, or be construed to extend, to several of the Female Poets in this Nation, who shall be still left in full Possession of their Gods and Goddesses, in the same manner as if this Paper had never been written. O.",Addison,No. 523,1712-10-30
542.txt,fact,"There are others, I must confess, whose Objections have given me a greater Concern, as they seem to reflect, under this Head, rather on my Morality than on my Invention. These are they who say an Author is guilty of Falshood, when he talks to the Publick of Manuscripts which he never saw, or describes Scenes of Action or Discourse in which he was never engaged. But these Gentlemen would do well to consider, there is not a Fable or Parable which ever was made use of, that is not liable to this Exception; since nothing; according to this Notion, can be related innocently, which was not once Matter of Fact. Besides, I think the most ordinary Reader may be able to discover, by my way of writing, what I deliver in these Occurrences as Truth, and what as Fiction. Since I am unawares engaged in answering the several Objections which have been made against these my Works, I must take Notice that there are some who affirm a Paper of this Nature should always turn upon diverting Subjects, and others who find Fault with every one of them that hath not an immediate Tendency to the Advancement of Religion or Learning.",Addison,No. 542,1712-11-21
542.txt,fiction,"These are they who say an Author is guilty of Falshood, when he talks to the Publick of Manuscripts which he never saw, or describes Scenes of Action or Discourse in which he was never engaged. But these Gentlemen would do well to consider, there is not a Fable or Parable which ever was made use of, that is not liable to this Exception; since nothing; according to this Notion, can be related innocently, which was not once Matter of Fact. Besides, I think the most ordinary Reader may be able to discover, by my way of writing, what I deliver in these Occurrences as Truth, and what as Fiction. Since I am unawares engaged in answering the several Objections which have been made against these my Works, I must take Notice that there are some who affirm a Paper of this Nature should always turn upon diverting Subjects, and others who find Fault with every one of them that hath not an immediate Tendency to the Advancement of Religion or Learning. I shall leave these Gentlemen to dispute it out among themselves; since I see one half of my Conduct patronized by each side.",Addison,No. 542,1712-11-21
542.txt,fictitious,"Secondly, because I would extort a little Praise from such who will never applaud any thing whose Author is known and certain. Thirdly, because it gave me an Opportunity of introducing a great variety of Characters into my Work, which could not have been done, had I always written in the Person of the Spectator. Fourthly, because the Dignity Spectatorial would have suffered, had I published as from my self those several ludicrous Compositions which I have ascribed to fictitious Names and Characters. And lastly, because they often serve to bring in, more naturally, such additional Reflections as have been placed at the End of them. There are others who have likewise done me a very particular Honour, though undesignedly.",Addison,No. 542,1712-11-21
555.txt,fact,"Our Helps are not inferior to those of any other People, but rather they are greater; for what the Antique Statues and Bas-reliefs which Italy enjoys are to the History-Painters, the Beautiful and noble Faces with which England is confessed to abound, are to Face-Painters; and besides we have the greatest number of the Works of the best Masters in that kind of any People, not without a competent number of those of the most excellent in every other part of Painting. And for Encouragement, the Wealth and Generosity of the English Nation affords that in such a degree, as Artists have no reason to complain. 'And accordingly in Fact, Face-Painting is no where so well performed as in England: I know not whether it has lain in your way to observe it, but I have, and pretend to be a tolerable Judge. I have seen what is done abroad, and can assure you, that the Honour of that Branch of Painting is justly due to us. I appeal to the judicious Observers for the Truth of what I assert.",Steele,No. 555,1712-12-06
555.txt,fictitious,"It is much more difficult to converse with the World in a real than a personated Character. That might pass for Humour in the Spectator, which would look like Arrogance in a Writer who sets his Name to his Work. The Fictitious Person might contemn those who disapproved him, and extoll his own Performances, without giving Offence. He might assume a mock-Authority, without being looked upon as vain and conceited. The Praises or Censures of himself fall only upon the Creature of his Imaginations; and if any one finds fault with him, the Author may reply with the Philosopher of old, Thou dost but beat the Case of Anaxarchus.",Steele,No. 555,1712-12-06
562.txt,fictitious,"—Id populus curat scilicet. Such Informations cannot but be highly improving to the Reader. In Works of Humour, especially when a Man writes under a fictitious Personage, the talking of one's self may give some Diversion to the Publick; but I would advise every other Writer never to speak of himself, unless there be something very considerable in his Character: Tho' I am sensible this Rule will be of little Use in the World, because there is no Man who fancies his Thoughts worth publishing, that does not look upon himself as a considerable Person. I shall close this Paper with a Remark upon such as are Egotists in Conversation: These are generally the vain or shallow part of Mankind, People being naturally full of themselves when they have nothing else in them. There is one kind of Egotists which is very common in the World, tho' I do not remember that any Writer has taken Notice of them; I mean those empty conceited Fellows, who repeat as Sayings of their own, or some of their particular Friends, several Jests which were made before they were born, and which every one who has conversed in the World has heard a hundred times over.",Addison,No. 562,1714-07-02
587.txt,fiction,"Sir

    'I was the other Day reading the Life of Mahomet. Among many other Extravagancies, I find it recorded of that Impostor, that in the fourth Year of his Age the Angel Gabriel caught him up, while he was among his Play-fellows, and, carrying him aside, cut open his Breast, plucked out his Heart, and wrung out of it that black Drop of Blood, in which, say the Turkish Divines, is contained the Fomes Peccati, so that he was free from Sin ever after. I immediately said to my self, tho' this Story be a Fiction, a very good Moral may be drawn from it, would every Man but apply it to himself, and endeavour to squeeze out of his Heart whatever Sins or ill Qualities he finds in it. 'While my Mind was wholly taken up with this Contemplation, I insensibly fell into a most pleasing Slumber, when methought two Porters entered my Chamber, carrying a large Chest between them. After having set it down in the middle of the Room they departed.",Byrom,No. 587,1714-08-30
588.txt,fact,"Is the Force of Self-Love abated, or its Interest prejudiced by Benevolence? So far from it, that Benevolence, though a distinct Principle, is extreamly serviceable to Self-Love, and then doth most Service when 'tis least designed. But to descend from Reason to Matter of Fact; the Pity which arises on Sight of Persons in Distress, and the Satisfaction of Mind which is the Consequence of having removed them into a happier State, are instead of a thousand Arguments to prove such a thing as a disinterested Benevolence. Did Pity proceed from a Reflection we make upon our Liableness to the same ill Accidents we see befall others, it were nothing to the present Purpose; but this is assigning an artificial Cause of a natural Passion, and can by no Means be admitted as a tolerable Account of it, because Children and Persons most Thoughtless about their own Condition, and incapable of entering into the Prospects of Futurity, feel the most violent Touches of Compassion. And then as to that charming Delight which immediately follows the giving Joy to another, or relieving his Sorrow, and is, when the Objects are numerous, and the kindness of Importance really inexpressible, what can this be owing to but a Consciousness of a Man's having done some thing Praise-worthy, and expressive of a great Soul?",Grove,No. 588,1714-09-01
597.txt,fact,"He deSir es in his Postscript to know, whether, from a constant Success in them, he may not promise himself to succeed in her Esteem at last. Another who is very prolix in his Narrative writes me Word, that having sent a Venture beyond Sea, he took Occasion one Night to fancy himself gone along with it, and grown on a sudden the richest Man in all the Indies. Having been there about a Year or two, a Gust of Wind that forced open his Casement blew him over to his native Country again, where awaking at Six a Clock, and the Change of the Air not agreeing with him, he turned to his Left Side in order to a second Voyage: but e'er he could get on Shipboard, was unfortunately apprehended for stealing a Horse, try'd and condemn'd for the Fact, and in a fair way of being executed, if some Body stepping hastily into his Chamber had not brought him a Reprieve. This Fellow too wants Mr. Shadow's Advice, who, I dare say, would bid him be content to rise after his first Nap, and learn to be satisfied as soon as Nature is. The next is a publick-spirited Gentleman, who tells me, That on the Second of September at Night the whole City was on Fire, and would certainly have been reduced to Ashes again by this Time, if he had not flown over it with the New River on his Back, and happily extinguished the Flames before they had prevailed too far.",Byrom,No. 597,1714-09-22
617.txt,fictitious,"But O, my Muse, the whole Adventure tell, As ev'ry Accident in order fell. Tall Groves of Trees the Hadrian Tow'r surround,
        Fictitious Trees with Paper Garlands crown'd,
        These know no Spring, but when their Bodies sprout
        In Fire, and shoot their gilded Blossoms out; When blazing Leaves appear above their Head,
        And into branching Flames their Bodies spread. Whilst real Thunder splits the Firmament,
        And Heav'n's whole Roof in one vast Cleft is rent,
        The three-fork'd Tongue amidst the Rupture lolls,
        Then drops and on the Airy Turret falls.",Pope,No. 617,1714-11-08
Preface.txt,fact,"Having translated Corneille's translations of Garcia and Tristan (Dorante and Cliton) into Young Bookwit and Latine, he transformed the servant into a college friend, mumming as servant because, since 'a prating servant is necessary in intrigues,' the two had 'cast lots who should be the other's footman for the present expedition.' Then he adapted the French couplets into pleasant prose comedy, giving with a light touch the romancing of feats of war and of an entertainment on the river, but at last he turned desperately serious, and sent his Young Bookwit to Newgate on a charge of killing the gentleman — here called Lovemore — who was at last to win the hand of the lady whom the Liar loved. In his last act, opening in Newgate, Steele started with blank verse, and although Lovemore of course was not dead, and Young Bookwit got at last more than a shadow of a promise the other lady in reward for his repentance, the changes in construction of the play took it beyond the bounds of comedy, and were, in fact, excellent morality but not good art. And this is what Steele means when he says that he had his play damned for its piety. With that strong regard for the drama which cannot well be wanting to the man who has an artist's vivid sense of life, Steele never withdrew his good will from the players, never neglected to praise a good play, and, I may add, took every fair occasion of suggesting to the town the subtlety of Shakespeare's genius.",Steele,Preface,unclear
Preface.txt,facts,"John Forster, whose keen insight into the essentials of literature led him to write an essay upon each of the two great founders of the latest period of English literature, Defoe and Steele, has pointed out in his masterly essay upon Steele that Swift denies having spoken of Steele as bridled by his friend, and does so in a way that frankly admits Steele's right to be jealous of the imputation. Mr. Forster justly adds that throughout Swift's intimate speech to Stella,

    'whether his humours be sarcastic or polite, the friendship of Steele and Addison is for ever suggesting some annoyance to himself, some mortification, some regret, but never once the doubt that it was not intimate and sincere, or that into it entered anything inconsistent with a perfect equality.' Six months after Addison's death Steele wrote (in No. 12 of the Theatre, and I am again quoting facts cited by John Forster),

    'that there never was a more strict friendship than between himself and Addison, nor had they ever any difference but what proceeded from their different way of pursuing the same thing; the one waited and stemmed the torrent, while the other too often plunged into it; but though they thus had lived for some years past, shunning each other, they still preserved the most passionate concern for their mutual welfare; and when they met they were as unreserved as boys, and talked of the greatest affairs, upon which they saw where they differed, without pressing (what they knew impossible) to convert each other.' As to the substance or worth of what thus divided them, Steele only adds the significant expression of his hope that, if his family is the worse, his country may be the better, 'for the mortification he has undergone.'",Steele,Preface,unclear
Preface.txt,factious,"Steele gave only two lines to it:

    With dread concern, the awful Senate came,
    Their grief, as all their passions, is the same. The next Assembly dissipates our fears,
    The stately, mourning throng of British Peers. A factious intemperance then characterized debates of the Commons, while the House of Lords stood in the front of the Revolution, and secured the permanency of its best issues. Steele describes, as they pass, Ormond, Somers, Villars, who leads the horse of the dead queen, that 'heaves into big sighs when he would neigh' — the verse has in it crudity as well as warmth of youth — and then follow the funeral chariot, the jewelled mourners, and the ladies of the court,

    Their clouded beauties speak man's gaudy strife,
    The glittering miseries of human life. I yet see, Steele adds, this queen passing to her coronation in the place whither she now is carried to her grave.",Steele,Preface,unclear
