"author","date","identifier","language","og_url","pdf_download_link","pdf_link","publisher","title","keywords","subjects"
"Aubrey L. Zerkle","2018-11-13","10.1098/rsta.2017.0401","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0401","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0401?download=true","/doi/epdf/10.1098/rsta.2017.0401","The Royal Society Publishing","Biogeodynamics bridging the gap between surface and deep Earth processes","biogeodynamics,nutrients,elemental cycling","biogeodynamics,nutrients,elemental cycling,biogeochemistry,geochemistry,geology,plate tectonics"
"Jun Korenaga","2018-11-13","10.1098/rsta.2017.0408","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0408","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0408?download=true","/doi/epdf/10.1098/rsta.2017.0408","The Royal Society Publishing","Crustal evolution and mantle dynamics through Earth history","continental growth,mantle convection,plate tectonics","continental growth,mantle convection,plate tectonics,geochemistry,geology,geophysics,plate tectonics"
"Bruno Dhuime and Chris J. Hawkesworth and Hélène Delavault and Peter A. Cawood","2018-11-13","10.1098/rsta.2017.0403","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0403","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0403?download=true","/doi/epdf/10.1098/rsta.2017.0403","The Royal Society Publishing","Rates of generation and destruction of the continental crust implications for continental growth","continental crust,continental growth,crustal evolution,plate tectonics","continental crust,continental growth,crustal evolution,plate tectonics,geochemistry,plate tectonics"
"Craig O'Neill and Simon Turner and Tracy Rushmer","2018-11-13","10.1098/rsta.2017.0414","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0414","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0414?download=true","/doi/epdf/10.1098/rsta.2017.0414","The Royal Society Publishing","The inception of plate tectonics a record of failure","mantle convection,Archaean geodynamics","mantle convection,Archaean geodynamics,plate tectonics"
"Bradford J. Foley","2018-11-13","10.1098/rsta.2017.0409","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0409","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0409?download=true","/doi/epdf/10.1098/rsta.2017.0409","The Royal Society Publishing","The dependence of planetary tectonics on mantle thermal state applications to early Earth evolution","plate tectonics,early Earth evolution,Archean crust,lithosphere rheology,damagetheory","plate tectonics,early Earth evolution,Archean crust,lithosphere rheology,damagetheory,astrobiology,extrasolar planets,geophysics,petrology,plate tectonics"
"Harison S. Wiesman and Mark E. Zimmerman and David L. Kohlstedt","2018-11-13","10.1098/rsta.2017.0417","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0417","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0417?download=true","/doi/epdf/10.1098/rsta.2017.0417","The Royal Society Publishing","Laboratory investigation of mechanisms for phase mixing in olivine + ferropericlase aggregates","phase mixing,Zener pinning,mechanical weakening,torsional deformation,olivine,ferropericlase or magneseowüstite","phase mixing,Zener pinning,mechanical weakening,torsional deformation,olivine,ferropericlase or magneseowüstite,geophysics,plate tectonics"
"Robert J. Stern","2018-11-13","10.1098/rsta.2017.0406","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0406","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0406?download=true","/doi/epdf/10.1098/rsta.2017.0406","The Royal Society Publishing","The evolution of plate tectonics","plate tectonics,lithosphere,rocky planets,single lid","plate tectonics,lithosphere,rocky planets,single lid,extrasolar planets,plate tectonics,solar system"
"Peter A. Cawood and Chris J. Hawkesworth and Sergei A. Pisarevsky and Bruno Dhuime and Fabio A. Capitanio and Oliver Nebel","2018-11-13","10.1098/rsta.2017.0405","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0405","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0405?download=true","/doi/epdf/10.1098/rsta.2017.0405","The Royal Society Publishing","Geological archive of the onset of plate tectonics","plate tectonics,Archaean,palaeomagnetics,lithosphere,early Earth","plate tectonics,Archaean,palaeomagnetics,lithosphere,early Earth,geochemistry,geology,plate tectonics"
"Anthony I. S. Kemp","2018-11-13","10.1098/rsta.2018.0169","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0169","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0169?download=true","/doi/epdf/10.1098/rsta.2018.0169","The Royal Society Publishing","Early earth geodynamics cross examining the geological testimony","Archean,continental crust,zircon,radiogenic isotopes,plate tectonics","Archean,continental crust,zircon,radiogenic isotopes,plate tectonics,geochemistry,geology,petrology,plate tectonics"
"A. Lenardic","2018-11-13","10.1098/rsta.2017.0416","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0416","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0416?download=true","/doi/epdf/10.1098/rsta.2017.0416","The Royal Society Publishing","The diversity of tectonic modes and thoughts about transitions between them","tectonics,plate tectonics,comparative planetology","tectonics,plate tectonics,comparative planetology,extrasolar planets,geophysics,plate tectonics,solar system"
"Vicki L. Hansen","2018-11-13","10.1098/rsta.2017.0412","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0412","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0412?download=true","/doi/epdf/10.1098/rsta.2017.0412","The Royal Society Publishing","Global tectonic evolution of Venus, from exogenic to endogenic over time, and implications for early Earth processes","Venus,crustal plateaux,Archaean,cratons,continents,plate tectonics","Venus,crustal plateaux,Archaean,cratons,continents,plate tectonics,geology"
"Laura Schaefer and Linda T. Elkins-Tanton","2018-11-13","10.1098/rsta.2018.0109","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0109","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0109?download=true","/doi/epdf/10.1098/rsta.2018.0109","The Royal Society Publishing","Magma oceans as a critical stage in the tectonic development of rocky planets","magma oceans,planet formation,differentiation,accretion","magma oceans,planet formation,differentiation,accretion,geochemistry,geophysics"
"Chris J. Hawkesworth and Michael Brown","2018-11-13","10.1098/rsta.2018.0228","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0228","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0228?download=true","/doi/epdf/10.1098/rsta.2018.0228","The Royal Society Publishing","Earth dynamics and the development of plate tectonics","","geology,geophysics,plate tectonics"
"Andrzej J. Maciejewski and Maria Przybylska","2018-10-28","10.1098/rsta.2017.0425","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0425","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0425?download=true","/doi/epdf/10.1098/rsta.2017.0425","The Royal Society Publishing","Dynamics of constrained many body problems in constant curvature two-dimensional manifolds","rigid body,systems with constraints,space of constant curvature,Poincaré–Chetaevequations","rigid body,systems with constraints,space of constant curvature,Poincaré–Chetaevequations,differential equations,mathematical physics,mechanics"
"Victor W. Guillemin and Eva Miranda and Jonathan Weitsman","2018-10-28","10.1098/rsta.2017.0420","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0420","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0420?download=true","/doi/epdf/10.1098/rsta.2017.0420","The Royal Society Publishing","Convexity of the moment map image for torus actions on bm-symplectic manifolds","moment map,integrable system,convexity,torus action,Poisson manifold,singularities","moment map,integrable system,convexity,torus action,Poisson manifold,singularities,geometry,Lie groups"
"Elisheva Adina Gamse and Jonathan Weitsman","2018-10-28","10.1098/rsta.2017.0427","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0427","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0427?download=true","/doi/epdf/10.1098/rsta.2017.0427","The Royal Society Publishing","Relations in the cohomology ring of the moduli space of flat SO(2n + 1)-connections on a Riemann surface","symplectic,moduli space,flat connections","symplectic,moduli space,flat connections,geometry"
"A. Alekseev and J. Lane and Y. Li","2018-10-28","10.1098/rsta.2017.0428","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0428","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0428?download=true","/doi/epdf/10.1098/rsta.2017.0428","The Royal Society Publishing","The U(n) Gelfand–Zeitlin system as a tropical limit of Ginzburg–Weinstein diffeomorphisms","integrable systems,Poisson–Lie groups,tropicalization,Poisson geometry,Gelfand–Zeitlin","integrable systems,Poisson–Lie groups,tropicalization,Poisson geometry,Gelfand–Zeitlin,geometry,Lie groups"
"D. Bouloc and E. Miranda and N.T. Zung","2018-10-28","10.1098/rsta.2017.0423","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0423","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0423?download=true","/doi/epdf/10.1098/rsta.2017.0423","The Royal Society Publishing","Singular fibres of the Gelfand–Cetlin system on MANI(n)","integrable systems,Gelfand–Cetlin systems,singularities,Lagrangian fibres,Hamiltonian systems","integrable systems,Gelfand–Cetlin systems,singularities,Lagrangian fibres,Hamiltonian systems,geometry"
"Misha Bialy and Andrey E. Mironov","2018-10-28","10.1098/rsta.2017.0418","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0418","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0418?download=true","/doi/epdf/10.1098/rsta.2017.0418","The Royal Society Publishing","A survey on polynomial in momenta integrals for billiard problems","polynomial integrals,Birkhoff conjecture,magnetic billiards,two-sided magneticbilliards","polynomial integrals,Birkhoff conjecture,magnetic billiards,two-sided magneticbilliards,differential equations,geometry"
"Vadim Kaloshin and Alfonso Sorrentino","2018-10-28","10.1098/rsta.2017.0419","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0419","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0419?download=true","/doi/epdf/10.1098/rsta.2017.0419","The Royal Society Publishing","On the integrability of Birkhoff billiards","billiard maps,integrability,Birkhoff conjecture,caustics,elliptic billiards","billiard maps,integrability,Birkhoff conjecture,caustics,elliptic billiards,differential equations,mathematical physics"
"Morgan F. Schaller and Megan K. Fung","2018-10-13","10.1098/rsta.2017.0081","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0081","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0081?download=true","/doi/epdf/10.1098/rsta.2017.0081","The Royal Society Publishing","The extraterrestrial impact evidence at the Palaeocene–Eocene boundary and sequence of environmental change on the continental shelf","Palaeocene–Eocene Thermal Maximum,extraterrestrial impact,impact ejecta,hyperthermal,carbon cycle","Palaeocene–Eocene Thermal Maximum,extraterrestrial impact,impact ejecta,hyperthermal,carbon cycle,climatology,geochemistry,oceanography"
"Henrik H. Svensen and Sergei Frolov and Grigorii G. Akhmanov and Alexander G. Polozov and Dougal A. Jerram and Olga V. Shiganova and Nikolay V. Melnikov and Karthik Iyer and Sverre Planke","2018-10-13","10.1098/rsta.2017.0080","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0080","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0080?download=true","/doi/epdf/10.1098/rsta.2017.0080","The Royal Society Publishing","Sills and gas generation in the Siberian Traps","Siberian traps,large igneous provinces,End-Permian","Siberian traps,large igneous provinces,End-Permian,geology"
"Hugh C. Jenkyns","2018-10-13","10.1098/rsta.2017.0073","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0073","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0073?download=true","/doi/epdf/10.1098/rsta.2017.0073","The Royal Society Publishing","Transient cooling episodes during Cretaceous Oceanic Anoxic Events with special reference to OAE 1a (Early Aptian)","Cretaceous,Oceanic Anoxic Event 1a,Aptian,transient cooling","Cretaceous,Oceanic Anoxic Event 1a,Aptian,transient cooling,geochemistry,geology"
"Samantha J. Gibbs and Rosie M. Sheward and Paul R. Bown and Alex J. Poulton and Sarah A. Alvarez","2018-10-13","10.1098/rsta.2017.0075","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0075","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0075?download=true","/doi/epdf/10.1098/rsta.2017.0075","The Royal Society Publishing","Warm plankton soup and red herrings calcareous nannoplankton cellular communities and the Palaeocene–Eocene Thermal Maximum","Palaeocene–Eocene Thermal Maximum,calcareous nannoplankton,palaeobiology,shelf,oligotrophic gyres,feedback","Palaeocene–Eocene Thermal Maximum,calcareous nannoplankton,palaeobiology,shelf,oligotrophic gyres,feedback,biogeochemistry,geology,palaeontology"
"Lee R. Kump","2018-10-13","10.1098/rsta.2017.0078","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0078","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0078?download=true","/doi/epdf/10.1098/rsta.2017.0078","The Royal Society Publishing","Prolonged Late Permian–Early Triassic hyperthermal failure of climate regulation","weathering,palaeoclimate,CO2,Permian,hyperthermal,PETM","weathering,palaeoclimate,CO2,Permian,hyperthermal,PETM,biogeochemistry,climatology,geochemistry"
"Michael J. Benton","2018-10-13","10.1098/rsta.2017.0076","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0076","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0076?download=true","/doi/epdf/10.1098/rsta.2017.0076","The Royal Society Publishing","Hyperthermal-driven mass extinctions killing models during the Permian–Triassic mass extinction","hyperthermal,Permian–Triassic mass extinction,hypoxia,hypercapnia,global warming,acid rain","hyperthermal,Permian–Triassic mass extinction,hypoxia,hypercapnia,global warming,acid rain,climatology,palaeontology"
"Daniela N. Schmidt and Ellen Thomas and Elisabeth Authier and David Saunders and Andy Ridgwell","2018-10-13","10.1098/rsta.2017.0328","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0328","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0328?download=true","/doi/epdf/10.1098/rsta.2017.0328","The Royal Society Publishing","Strategies in times of crisis—insights into the benthic foraminiferal record of the Palaeocene–Eocene Thermal Maximum","benthic foraminifers,Palaeocene–Eocene Thermal Maximum,µ-computed tomography,ocean drilling programme,climate change,development","benthic foraminifers,Palaeocene–Eocene Thermal Maximum,µ-computed tomography,ocean drilling programme,climate change,development,palaeontology"
"Tali L. Babila and Donald E. Penman and Bärbel Hönisch and D. Clay Kelly and Timothy J. Bralower and Yair Rosenthal and James C. Zachos","2018-10-13","10.1098/rsta.2017.0072","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0072","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0072?download=true","/doi/epdf/10.1098/rsta.2017.0072","The Royal Society Publishing","Capturing the global signature of surface ocean acidification during the Palaeocene–Eocene Thermal Maximum","Palaeocene–Eocene Thermal Maximum,ocean acidification,boron isotope,boron/calcium,planktonic foraminifera","Palaeocene–Eocene Thermal Maximum,ocean acidification,boron isotope,boron/calcium,planktonic foraminifera,climatology,geochemistry,oceanography"
"Sandra Kirtland Turner","2018-10-13","10.1098/rsta.2017.0082","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0082","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0082?download=true","/doi/epdf/10.1098/rsta.2017.0082","The Royal Society Publishing","Constraints on the onset duration of the Paleocene–Eocene Thermal Maximum","Paleocene–Eocene Thermal Maximum,earth system modelling,carbon emissions","Paleocene–Eocene Thermal Maximum,earth system modelling,carbon emissions,biogeochemistry,climatology,geochemistry"
"Gavin L. Foster and Pincelli Hull and Daniel J. Lunt and James C. Zachos","2018-10-13","10.1098/rsta.2017.0086","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0086","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0086?download=true","/doi/epdf/10.1098/rsta.2017.0086","The Royal Society Publishing","Placing our current ‘hyperthermal’ in the context of rapid climate change in our geological past","hyperthermal,climate change,unknown unknowns","hyperthermal,climate change,unknown unknowns,climatology"
"M. H. Meylan and L. G. Bennetts","2018-9-28","10.1098/rsta.2017.0334","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0334","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0334?download=true","/doi/epdf/10.1098/rsta.2017.0334","The Royal Society Publishing","Three-dimensional time-domain scattering of waves in the marginal ice zone","sea ice,wave scattering,marginal ice zone","sea ice,wave scattering,marginal ice zone,applied mathematics,geophysics"
"Andrew F. Roberts and Elizabeth C. Hunke and Richard Allard and David A. Bailey and Anthony P. Craig and Jean-François Lemieux and Matthew D. Turner","2018-9-28","10.1098/rsta.2017.0344","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0344","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0344?download=true","/doi/epdf/10.1098/rsta.2017.0344","The Royal Society Publishing","Quality control for community-based sea-ice model development","CICE,Icepack,earth system modelling,sea-ice forecasting","CICE,Icepack,earth system modelling,sea-ice forecasting,computer modelling and simulation,geophysics,oceanography"
"H. D. B. S. Heorton and D. L. Feltham and M. Tsamados","2018-9-28","10.1098/rsta.2017.0349","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0349","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0349?download=true","/doi/epdf/10.1098/rsta.2017.0349","The Royal Society Publishing","Stress and deformation characteristics of sea ice in a high-resolution, anisotropic sea ice model","sea ice,rheology,deformation","sea ice,rheology,deformation,fluid mechanics,mathematical modelling,oceanography"
"F. T. Smith","2018-9-28","10.1098/rsta.2017.0348","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0348","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0348?download=true","/doi/epdf/10.1098/rsta.2017.0348","The Royal Society Publishing","Shear flow over flexible three-dimensional patches in a surface","floes,flexibility,shear","floes,flexibility,shear,applied mathematics,fluid mechanics,materials science"
"Aleksey Marchenko","2018-9-28","10.1098/rsta.2017.0341","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0341","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0341?download=true","/doi/epdf/10.1098/rsta.2017.0341","The Royal Society Publishing","Thermo-mechanical loads of confined sea ice on structures","sea ice,coastal structures,loads,tides,thermal expansion","sea ice,coastal structures,loads,tides,thermal expansion,civil engineering"
"Jukka Tuhkuri and Arttu Polojärvi","2018-9-28","10.1098/rsta.2017.0335","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0335","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0335?download=true","/doi/epdf/10.1098/rsta.2017.0335","The Royal Society Publishing","A review of discrete element simulation of ice–structure interaction","discrete element method,sea ice,marine structures,ships,ice loads,simulation","discrete element method,sea ice,marine structures,ships,ice loads,simulation,civil engineering,computational mechanics,geophysics,mechanical engineering,ocean engineering"
"Erland M. Schulson","2018-9-28","10.1098/rsta.2017.0336","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0336","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0336?download=true","/doi/epdf/10.1098/rsta.2017.0336","The Royal Society Publishing","Friction of sea ice","sea ice,static and kinetic friction,mechanisms and models","sea ice,static and kinetic friction,mechanisms and models,geology,geophysics,glaciology,materials science,oceanography"
"P. I. Plotnikov and J. F. Toland","2018-9-28","10.1098/rsta.2017.0343","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0343","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0343?download=true","/doi/epdf/10.1098/rsta.2017.0343","The Royal Society Publishing","Variational problems in the theory of hydroelastic waves","hydroelastic waves,Willmore functional,theory of shells","hydroelastic waves,Willmore functional,theory of shells,analysis,applied mathematics,geometry,mathematical modelling"
"Vernon A. Squire","2018-9-28","10.1098/rsta.2017.0342","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0342","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0342?download=true","/doi/epdf/10.1098/rsta.2017.0342","The Royal Society Publishing","A fresh look at how ocean waves and sea ice interact","ocean waves,sea ice,attenuation,parametrization,power law fluid","ocean waves,sea ice,attenuation,parametrization,power law fluid,oceanography"
"Olga Trichtchenko and Emilian I. Părău and Jean-Marc Vanden-Broeck and Paul Milewski","2018-9-28","10.1098/rsta.2017.0345","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0345","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0345?download=true","/doi/epdf/10.1098/rsta.2017.0345","The Royal Society Publishing","Solitary flexural–gravity waves in three dimensions","solitary waves,flexural–gravity waves,boundary integral method","solitary waves,flexural–gravity waves,boundary integral method,applied mathematics,fluid mechanics"
"A. A. Korobkin and S. Malenica and T. Khabakhpasheva","2018-9-28","10.1098/rsta.2017.0347","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0347","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0347?download=true","/doi/epdf/10.1098/rsta.2017.0347","The Royal Society Publishing","Interaction of flexural-gravity waves in ice cover with vertical walls","waves,elastic plate,rigid boundary","waves,elastic plate,rigid boundary,applied mathematics,fluid mechanics,mathematical modelling,mathematical physics"
"Kaj Riska","2018-9-28","10.1098/rsta.2017.0340","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0340","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0340?download=true","/doi/epdf/10.1098/rsta.2017.0340","The Royal Society Publishing","Ice edge failure process and modelling ice pressure","ice–structure contact,ice pressure,ice failure,ice strength,ice crushing process","ice–structure contact,ice pressure,ice failure,ice strength,ice crushing process,glaciology,mechanical engineering"
"J. P. Dempsey and D. M. Cole and S. Wang","2018-9-28","10.1098/rsta.2017.0346","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0346","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0346?download=true","/doi/epdf/10.1098/rsta.2017.0346","The Royal Society Publishing","Tensile fracture of a single crack in first-year sea ice","fracture,Arctic,Antarctic,stress separation curve","fracture,Arctic,Antarctic,stress separation curve,civil engineering,geophysics"
"Frank Smith and Alexander Korobkin and Emilian Parau and Daniel Feltham and Vernon Squire","2018-9-28","10.1098/rsta.2018.0157","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0157","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0157?download=true","/doi/epdf/10.1098/rsta.2018.0157","The Royal Society Publishing","Modelling of sea-ice phenomena","","glaciology,oceanography"
"John A. Quinn and Marguerite M. Nyhan and Celia Navarro and Davide Coluccia and Lars Bromley and Miguel Luengo-Oroz","2018-9-13","10.1098/rsta.2017.0363","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0363","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0363?download=true","/doi/epdf/10.1098/rsta.2017.0363","The Royal Society Publishing","Humanitarian applications of machine learning with remote-sensing data review and case study in refugee settlement mapping","humanitarian aid,remote sensing,satellite imaging,object detection","humanitarian aid,remote sensing,satellite imaging,object detection,artificial intelligence"
"Cat Drew","2018-9-13","10.1098/rsta.2017.0353","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0353","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0353?download=true","/doi/epdf/10.1098/rsta.2017.0353","The Royal Society Publishing","Design for data ethics using service design approaches to operationalize ethical principles on four projects","design,service design,user-centred design","design,service design,user-centred design,artificial intelligence"
"Marco Bastos and Dan Mercea","2018-9-13","10.1098/rsta.2018.0003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2018.0003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2018.0003?download=true","/doi/epdf/10.1098/rsta.2018.0003","The Royal Society Publishing","The public accountability of social platforms lessons from a study on bots and trolls in the Brexit campaign","bots,trolls,social platforms,application programming interfaces,automation,accountability","bots,trolls,social platforms,application programming interfaces,automation,accountability,algorithmic information theory,human-computer interaction"
"Slava Jankin Mikhaylov and Marc Esteve and Averill Campion","2018-9-13","10.1098/rsta.2017.0357","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0357","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0357?download=true","/doi/epdf/10.1098/rsta.2017.0357","The Royal Society Publishing","Artificial intelligence for the public sector opportunities and challenges of cross-sector collaboration","cross-sector collaboration,data science,artificial intelligence,public policy","cross-sector collaboration,data science,artificial intelligence,public policy,artificial intelligence"
"Martijn J. Schuemie and Patrick B. Ryan and George Hripcsak and David Madigan and Marc A. Suchard","2018-9-13","10.1098/rsta.2017.0356","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0356","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0356?download=true","/doi/epdf/10.1098/rsta.2017.0356","The Royal Society Publishing","Improving reproducibility by using high-throughput observational studies with empirical calibration","observational research,reproducibility,publication bias,medicine","observational research,reproducibility,publication bias,medicine,bioinformatics,medical computing,statistics"
"C.-A. Azencott","2018-9-13","10.1098/rsta.2017.0350","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0350","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0350?download=true","/doi/epdf/10.1098/rsta.2017.0350","The Royal Society Publishing","Machine learning and genomics precision medicine versus patient privacy","genomics privacy,precision medicine,differential privacy,homomorphic encryption,secure multi-party computing,cryptographic hardware","genomics privacy,precision medicine,differential privacy,homomorphic encryption,secure multi-party computing,cryptographic hardware,artificial intelligence,bioinformatics,cryptography"
"Kobbi Nissim and Alexandra Wood","2018-9-13","10.1098/rsta.2017.0358","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0358","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0358?download=true","/doi/epdf/10.1098/rsta.2017.0358","The Royal Society Publishing","Is privacy privacy","informational privacy,privacy law,formal privacy models,differential privacy","informational privacy,privacy law,formal privacy models,differential privacy,cryptography"
"Hetan Shah","2018-9-13","10.1098/rsta.2017.0362","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0362","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0362?download=true","/doi/epdf/10.1098/rsta.2017.0362","The Royal Society Publishing","Algorithmic accountability","algorithms,data ethics,accountability,governance,bias","algorithms,data ethics,accountability,governance,bias,statistics"
"Chris Reed","2018-9-13","10.1098/rsta.2017.0360","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0360","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0360?download=true","/doi/epdf/10.1098/rsta.2017.0360","The Royal Society Publishing","How should we regulate artificial intelligence","artificial intelligence,machine learning,law,regulation,transparency","artificial intelligence,machine learning,law,regulation,transparency,artificial intelligence"
"Marion Oswald","2018-9-13","10.1098/rsta.2017.0359","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0359","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0359?download=true","/doi/epdf/10.1098/rsta.2017.0359","The Royal Society Publishing","Algorithm-assisted decision-making in the public sector framing the issues using administrative law rules governing discretionary power","algorithms,public sector,law,predictions","algorithms,public sector,law,predictions,artificial intelligence"
"Mireille Hildebrandt","2018-9-13","10.1098/rsta.2017.0355","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2017.0355","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0355?download=true","/doi/epdf/10.1098/rsta.2017.0355","The Royal Society Publishing","Algorithmic regulation and the rule of law","written law,code-driven regulation,data-driven regulation,machine learning,cybernetics","written law,code-driven regulation,data-driven regulation,machine learning,cybernetics,cybernetics"
