"","ID","Date","Filename","Keyword","Author","Title","Category"
"1977",1977,"1833-12-31","rstl_1833_0021.txt","fact","John Frederick William Herschel","XIX. Observations of nebulæ and clusters of stars, made at Slough, with a twenty-feet reflector, between the years 1825 and 1833","fact"
"1978",1978,"1833-12-31","rstl_1833_0021.txt","fact","John Frederick William Herschel","XIX. Observations of nebulæ and clusters of stars, made at Slough, with a twenty-feet reflector, between the years 1825 and 1833","fact"
"1979",1979,"1833-12-31","rstl_1833_0021.txt","fact","John Frederick William Herschel","XIX. Observations of nebulæ and clusters of stars, made at Slough, with a twenty-feet reflector, between the years 1825 and 1833","fact"
"1980",1980,"1833-12-31","rstl_1833_0020.txt","fact","Samuel Hunter Christie","XVIII. On improvements in the instruments and methods employed in determining the direction and intensity of the terrestrial magnetic force","fact"
"1981",1981,"1833-12-31","rstl_1833_0019.txt","fact","Francis Watkins","XVII. On the magnetic powers of soft iron","fact"
"1982",1982,"1833-12-31","rstl_1833_0019.txt","fact","Francis Watkins","XVII. On the magnetic powers of soft iron","fact"
"1983",1983,"1833-12-31","rstl_1833_0019.txt","facts","Francis Watkins","XVII. On the magnetic powers of soft iron","fact"
"1984",1984,"1833-12-31","rstl_1833_0019.txt","facts","Francis Watkins","XVII. On the magnetic powers of soft iron","fact"
"1985",1985,"1825-12-31","rstl_1825_0007.txt","facts","Peter Mark Roget","V. Explanation of an optical deception in the appearance of the spokes of a wheel seen through vertical apertures","fact"
"1986",1986,"1825-12-31","rstl_1825_0007.txt","facts","Peter Mark Roget","V. Explanation of an optical deception in the appearance of the spokes of a wheel seen through vertical apertures","fact"
"1987",1987,"1825-12-31","rstl_1825_0007.txt","facts","Peter Mark Roget","V. Explanation of an optical deception in the appearance of the spokes of a wheel seen through vertical apertures","fact"
"1988",1988,"1833-12-31","rstl_1833_0018.txt","facts","David Brewster","XVI. On the anatomical and optical structure of the crystalline lenses of animals, particularly that of the cod","fact"
"1989",1989,"1833-12-31","rstl_1833_0017.txt","fact","William Ritchie","XV. Experimental researches in electro-magnetism and magneto-electricity","fact"
"1990",1990,"1833-12-31","rstl_1833_0017.txt","facts","William Ritchie","XV. Experimental researches in electro-magnetism and magneto-electricity","fact"
"1991",1991,"1780-12-31","rstl_1780_0034.txt","fact","Tiberius Cavallo","Thermometrical experiments and observations","fact"
"1992",1992,"1780-12-31","rstl_1780_0034.txt","facts","Tiberius Cavallo","Thermometrical experiments and observations","fact"
"1993",1993,"1825-12-31","rstl_1825_0008.txt","fact","William Ritchie","VI. On a new photometer, with its application to determine the relative intensities of artificial light, &c","fact"
"1994",1994,"1825-12-31","rstl_1825_0009.txt","fact","Henry Kater","VII. The description of a floating Collimator","fact"
"1995",1995,"1825-12-31","rstl_1825_0009.txt","fact","Henry Kater","VII. The description of a floating Collimator","fact"
"1996",1996,"1825-12-31","rstl_1825_0026.txt","fact","Benjamin Gompertz","XXIV. On the nature of the function expressive of the law of human mortality, and on a new mode of determining the value of life contingencies. In a letter to Francis Baily, Esq. F. R. S. &c","fact"
"1997",1997,"1825-12-31","rstl_1825_0026.txt","fact","Benjamin Gompertz","XXIV. On the nature of the function expressive of the law of human mortality, and on a new mode of determining the value of life contingencies. In a letter to Francis Baily, Esq. F. R. S. &c","fact"
"1998",1998,"1825-12-31","rstl_1825_0026.txt","fact","Benjamin Gompertz","XXIV. On the nature of the function expressive of the law of human mortality, and on a new mode of determining the value of life contingencies. In a letter to Francis Baily, Esq. F. R. S. &c","fact"
"1999",1999,"1780-12-31","rstl_1780_0026.txt","fact","Patrick Wilson","XXVI. An account of a most extraordinary degree of cold at Glasgow in January last; together with some new experiments and observations on the comparative temperature of hoar-frost and the air near to it, made at the MacFarlane Observatory belonging to the college. In a letter from Patrick Wilson, M.A. to the Rev. Nevil Maskelyne, D.D. F.R.S. and Astronomer Royal","fact"
"2000",2000,"1780-12-31","rstl_1780_0023.txt","fact","none","XXIII. On the degree of salubrity of the common air at sea, compared with that of the sea-shore, and that of places far removed from the sea","fact"
"2001",2001,"1780-12-31","rstl_1780_0022.txt","facts","Thomas Percival","XXII. An account of a new and cheap method of preparing pot-ash, with observations","fact"
"2002",2002,"1780-12-31","rstl_1780_0020.txt","fact","Edward Nairne","XX. An account of the effect of electricity in shortening wires","fact"
"2003",2003,"1780-12-31","rstl_1780_0011.txt","fact","Felice Fontana","XI. Memoria sopra il veleno Americano detto Ticunas","fact"
"2004",2004,"1780-12-31","rstl_1780_0011.txt","facts","Felice Fontana","XI. Memoria sopra il veleno Americano detto Ticunas","fact"
"2005",2005,"1780-12-31","rstl_1780_0011.txt","facts","Felice Fontana","XI. Memoria sopra il veleno Americano detto Ticunas","fact"
"2006",2006,"1780-12-31","rstl_1780_0008.txt","facts","John Hunter","VIII. Account of a woman who had the small pox during pregnancy, and who seemed to have communicated the same disease to the fœtus","fact"
"2007",2007,"1780-12-31","rstl_1780_0008.txt","facts","John Hunter","VIII. Account of a woman who had the small pox during pregnancy, and who seemed to have communicated the same disease to the fœtus","fact"
"2008",2008,"1780-12-31","rstl_1780_0004.txt","fact","none","IV. An account of an eruption of Mount Vesuvius, which happened in August, 1779. In a letter from Sir William Hamilton, K.B. F.R.S. to Joseph Banks, Esq. P.R.S.","fact"
"2009",2009,"1780-12-31","rstl_1780_0004.txt","facts","none","IV. An account of an eruption of Mount Vesuvius, which happened in August, 1779. In a letter from Sir William Hamilton, K.B. F.R.S. to Joseph Banks, Esq. P.R.S.","fact"
"2010",2010,"1826-12-31","rstl_1826_0041.txt","fact","William Edward Parry","III. Magnetical Observations at Port Bowen, &c. A. D. 1824-25, comprehending observations on the diurnal variation and diurnal intensity of the horizontal needle; also on the Dip of the magnetic needle at Woolwich, and at different stations, within the arctic circle.","fact"
"2011",2011,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2012",2012,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2013",2013,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2014",2014,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2015",2015,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2016",2016,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2017",2017,"1833-12-31","rstl_1833_0016.txt","fact","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2018",2018,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2019",2019,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2020",2020,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2021",2021,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2022",2022,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2023",2023,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2024",2024,"1833-12-31","rstl_1833_0016.txt","facts","James Stark","XIV. On the influence of colour on heat and odours","fact"
"2025",2025,"1833-12-31","rstl_1833_0015.txt","fact","Thomas Graham","XIII. Researches on the arseriates, phosphates, and modifications of phosphoric acid","fact"
"2026",2026,"1833-12-31","rstl_1833_0015.txt","fact","Thomas Graham","XIII. Researches on the arseriates, phosphates, and modifications of phosphoric acid","fact"
"2027",2027,"1833-12-31","rstl_1833_0015.txt","fact","Thomas Graham","XIII. Researches on the arseriates, phosphates, and modifications of phosphoric acid","fact"
"2028",2028,"1833-12-31","rstl_1833_0015.txt","facts","Thomas Graham","XIII. Researches on the arseriates, phosphates, and modifications of phosphoric acid","fact"
"2029",2029,"1833-12-31","rstl_1833_0015.txt","facts","Thomas Graham","XIII. Researches on the arseriates, phosphates, and modifications of phosphoric acid","fact"
"2030",2030,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2031",2031,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2032",2032,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2033",2033,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2034",2034,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2035",2035,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2036",2036,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2037",2037,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2038",2038,"1833-12-31","rstl_1833_0013.txt","fact","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2039",2039,"1833-12-31","rstl_1833_0013.txt","facts","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2040",2040,"1833-12-31","rstl_1833_0013.txt","facts","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2041",2041,"1833-12-31","rstl_1833_0013.txt","facts","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2042",2042,"1833-12-31","rstl_1833_0013.txt","facts","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2043",2043,"1833-12-31","rstl_1833_0013.txt","facts","William Whewell","XI. Essay towards a first approximation to a map of cotidal lines","fact"
"2044",2044,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2045",2045,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2046",2046,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2047",2047,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2048",2048,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2049",2049,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2050",2050,"1833-12-31","rstl_1833_0009.txt","facts","Alexander Philip Wilson Philip","VI. On the nature of sleep","fact"
"2051",2051,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2052",2052,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2053",2053,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2054",2054,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2055",2055,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2056",2056,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2057",2057,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2058",2058,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2059",2059,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2060",2060,"1833-12-31","rstl_1833_0007.txt","fact","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2061",2061,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2062",2062,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2063",2063,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2064",2064,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2065",2065,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2066",2066,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2067",2067,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2068",2068,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2069",2069,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2070",2070,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2071",2071,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2072",2072,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2073",2073,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2074",2074,"1833-12-31","rstl_1833_0007.txt","facts","Alexander Philip Wilson Philip","V. On the relation which subsists between the nervous and muscular systems in the more perfect animals, and the nature of the Influence by which it is maintained","fact"
"2075",2075,"1826-12-31","rstl_1826_0036.txt","fact","Jacob Perkins","XXXII. On the progressive compression of water by high degrees of force, with some trials of its effects on other fluids","fact"
"2076",2076,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2077",2077,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2078",2078,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2079",2079,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2080",2080,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2081",2081,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2082",2082,"1833-12-31","rstl_1833_0006.txt","fact","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2083",2083,"1833-12-31","rstl_1833_0006.txt","facts","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2084",2084,"1833-12-31","rstl_1833_0006.txt","facts","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2085",2085,"1833-12-31","rstl_1833_0006.txt","facts","Michael Faraday","IV. Experimental researches in electricity.—Third series","fact"
"2086",2086,"1826-12-31","rstl_1826_0035.txt","fact","James Wardrop","XXXI. Case of a lady born blind, who received sight at an advanced age by the formation of an artificial pupil","fact"
"2087",2087,"1826-12-31","rstl_1826_0035.txt","fact","James Wardrop","XXXI. Case of a lady born blind, who received sight at an advanced age by the formation of an artificial pupil","fact"
"2088",2088,"1826-12-31","rstl_1826_0035.txt","facts","James Wardrop","XXXI. Case of a lady born blind, who received sight at an advanced age by the formation of an artificial pupil","fact"
"2089",2089,"1833-12-31","rstl_1833_0004.txt","facts","James South","II. On the extensive atmosphere of Mars. In a letter to His Royal Highness the Duke of Sussex, K. G., President of the Royal Society. By Sir James South, F. R. S","fact"
"2090",2090,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2091",2091,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2092",2092,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2093",2093,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2094",2094,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2095",2095,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2096",2096,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2097",2097,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2098",2098,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2099",2099,"1826-12-31","rstl_1826_0034.txt","fact","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2100",2100,"1826-12-31","rstl_1826_0034.txt","facts","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2101",2101,"1826-12-31","rstl_1826_0034.txt","facts","Charles Babbage","XXX. On electrical and magnetic rotations","fact"
"2102",2102,"1826-12-31","rstl_1826_0033.txt","fact","Michael Faraday","XXIX. On the existence of a limit to vaporization","fact"
"2103",2103,"1779-12-31","rstl_1779_0033.txt","fact","Isaac Milner","XXXII. On the precession of the equinoxes produced by the sun's attraction","fact"
"2104",2104,"1826-12-31","rstl_1826_0031.txt","fact","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2105",2105,"1826-12-31","rstl_1826_0031.txt","fact","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2106",2106,"1826-12-31","rstl_1826_0031.txt","fact","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2107",2107,"1826-12-31","rstl_1826_0031.txt","fact","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2108",2108,"1826-12-31","rstl_1826_0031.txt","fact","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2109",2109,"1826-12-31","rstl_1826_0031.txt","facts","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2110",2110,"1826-12-31","rstl_1826_0031.txt","facts","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2111",2111,"1826-12-31","rstl_1826_0031.txt","facts","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2112",2112,"1826-12-31","rstl_1826_0031.txt","facts","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2113",2113,"1826-12-31","rstl_1826_0031.txt","facts","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2114",2114,"1826-12-31","rstl_1826_0031.txt","facts","Humphry Davy","XXVII. The Bakerian Lecture. On the relations of electrical and chemical changes","fact"
"2115",2115,"1826-12-31","rstl_1826_0030.txt","fact","Baden Powell","XXVI. An account of some experiments relative to the passage of radiant heat through glass screens","fact"
"2116",2116,"1826-12-31","rstl_1826_0030.txt","fact","Baden Powell","XXVI. An account of some experiments relative to the passage of radiant heat through glass screens","fact"
"2117",2117,"1826-12-31","rstl_1826_0029.txt","fact","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2118",2118,"1826-12-31","rstl_1826_0029.txt","fact","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2119",2119,"1826-12-31","rstl_1826_0029.txt","fact","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2120",2120,"1826-12-31","rstl_1826_0029.txt","fact","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2121",2121,"1826-12-31","rstl_1826_0029.txt","fact","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2122",2122,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2123",2123,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2124",2124,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2125",2125,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2126",2126,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2127",2127,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2128",2128,"1826-12-31","rstl_1826_0029.txt","facts","Edward Osler","XXV. On burrowing and boring marine animals","fact"
"2129",2129,"1826-12-31","rstl_1826_0028.txt","facts","Everard Home","XXIV. On the production and formation of pearls","fact"
"2130",2130,"1826-12-31","rstl_1826_0028.txt","facts","Everard Home","XXIV. On the production and formation of pearls","fact"
"2131",2131,"1826-12-31","rstl_1826_0028.txt","facts","Everard Home","XXIV. On the production and formation of pearls","fact"
"2132",2132,"1826-12-31","rstl_1826_0026.txt","fact","John Brinkley","XXII. Results of the application of Captain Kater's floating collimator to the astronomical circle at the observatory of Trinity College, Dublin, and remarks relative to those results","fact"
"2133",2133,"1826-12-31","rstl_1826_0026.txt","fictitious","John Brinkley","XXII. Results of the application of Captain Kater's floating collimator to the astronomical circle at the observatory of Trinity College, Dublin, and remarks relative to those results","fiction"
"2134",2134,"1779-12-31","rstl_1779_0026.txt","fact","George Augustus William Shuckburgh","XXV. On the variation of the temperature of boiling water","fact"
"2135",2135,"1779-12-31","rstl_1779_0025.txt","facts","Felice Fontana","XXIV. Experiments and observations on the inflammable air breathed by various animals","fact"
"2136",2136,"1779-12-31","rstl_1779_0023.txt","fact","Matthew Guthrie","XXII. Account of the manner in which the Russians treat persons affected by the fumes of burning charcoal, and other effluvia of the same nature. In a letter from Matthew Guthrie, M.D. to Joseph Priestley, LL. D. F. R. S","fact"
"2137",2137,"1779-12-31","rstl_1779_0023.txt","facts","Matthew Guthrie","XXII. Account of the manner in which the Russians treat persons affected by the fumes of burning charcoal, and other effluvia of the same nature. In a letter from Matthew Guthrie, M.D. to Joseph Priestley, LL. D. F. R. S","fact"
"2138",2138,"1826-12-31","rstl_1826_0024.txt","fact","Thomas Young","XX. A formula for expressing the decrement of human life. In a letter addressed to Sir Edward Hyde East, Bart. M. P. F. R. S. By Thomas Young, M. D. For. Sec. R. S","fact"
"2139",2139,"1826-12-31","rstl_1826_0024.txt","fact","Thomas Young","XX. A formula for expressing the decrement of human life. In a letter addressed to Sir Edward Hyde East, Bart. M. P. F. R. S. By Thomas Young, M. D. For. Sec. R. S","fact"
"2140",2140,"1779-12-31","rstl_1779_0019.txt","fact","Mr. Cazaud","XIX. Account of a new method of cultivating the sugar cane","fact"
"2141",2141,"1779-12-31","rstl_1779_0019.txt","fact","Mr. Cazaud","XIX. Account of a new method of cultivating the sugar cane","fact"
"2142",2142,"1779-12-31","rstl_1779_0019.txt","fact","Mr. Cazaud","XIX. Account of a new method of cultivating the sugar cane","fact"
"2143",2143,"1779-12-31","rstl_1779_0018.txt","facts","Charles Burney","XVIII. Account of an infant musician","fact"
"2144",2144,"1826-12-31","rstl_1826_0021.txt","fact","Henry Hennell","XVII. On the mutual action of sulphuric acid and alcohol, with observations on the composition and properties of the resulting compound","fact"
"2145",2145,"1826-12-31","rstl_1826_0020.txt","fact","Samuel Hunter Christie","XVI. On magnetic influence in the solar rays","fact"
"2146",2146,"1826-12-31","rstl_1826_0020.txt","fact","Samuel Hunter Christie","XVI. On magnetic influence in the solar rays","fact"
"2147",2147,"1826-12-31","rstl_1826_0020.txt","fact","Samuel Hunter Christie","XVI. On magnetic influence in the solar rays","fact"
"2148",2148,"1826-12-31","rstl_1826_0020.txt","fact","Samuel Hunter Christie","XVI. On magnetic influence in the solar rays","fact"
"2149",2149,"1826-12-31","rstl_1826_0020.txt","facts","Samuel Hunter Christie","XVI. On magnetic influence in the solar rays","fact"
"2150",2150,"1779-12-31","rstl_1779_0007.txt","facts","John Latham","VI. An account of an extraordinary dropsical case. By Mr. John Latham, in a letter to Mr. Warner, F. R. S","fact"
"2151",2151,"1779-12-31","rstl_1779_0005.txt","fact","Edward King","IV. Account of a petrefaction found on the coast of East Lothian","fact"
"2152",2152,"1779-12-31","rstl_1779_0005.txt","facts","Edward King","IV. Account of a petrefaction found on the coast of East Lothian","fact"
"2153",2153,"1779-12-31","rstl_1779_0005.txt","facts","Edward King","IV. Account of a petrefaction found on the coast of East Lothian","fact"
"2154",2154,"1779-12-31","rstl_1779_0005.txt","facts","Edward King","IV. Account of a petrefaction found on the coast of East Lothian","fact"
"2155",2155,"1826-12-31","rstl_1826_0018.txt","fact","Everard Home","XIV. On the coagulation by heat of the fluid blood in an aneurismal tumour","fact"
"2156",2156,"1826-12-31","rstl_1826_0018.txt","fact","Everard Home","XIV. On the coagulation by heat of the fluid blood in an aneurismal tumour","fact"
"2157",2157,"1826-12-31","rstl_1826_0018.txt","fact","Everard Home","XIV. On the coagulation by heat of the fluid blood in an aneurismal tumour","fact"
"2158",2158,"1779-12-31","rstl_1779_0003.txt","fact","Thomas Percival","II. A case in which the head of the Os Humeri was sawn off, and yet the motion of the limb preserved","fact"
"2159",2159,"1826-12-31","rstl_1826_0017.txt","fact","John Dalton","XIII. On the constitution of the atmosphere","fact"
"2160",2160,"1826-12-31","rstl_1826_0017.txt","fact","John Dalton","XIII. On the constitution of the atmosphere","fact"
"2161",2161,"1826-12-31","rstl_1826_0017.txt","facts","John Dalton","XIII. On the constitution of the atmosphere","fact"
"2162",2162,"1826-12-31","rstl_1826_0017.txt","facts","John Dalton","XIII. On the constitution of the atmosphere","fact"
"2163",2163,"1779-12-31","rstl_1779_0002.txt","facts","Anthony Fothergill","I. An account of a cure of the St. Vitus's dance by electricity. In a letter from Anthony Fothergill, M. D. F. R. S. at Northampton, to William Henly, F. R. S. Communicated by Mr. Henly","fact"
